,Search AD,Membership,Direct Volumn,Search Volumn,Referral Volumn,Number of Ads,Display AD,Seller Community,Membership_Fee,Total_Volumn,Total_AD_Revenue
0,-1.1479786429064416,-2.4733268870526435,-1.3319347994491595,-0.4550874909167029,-1.232010060246195,0.7163226954220699,0.492193267804903,-0.47138797727813364,-2.473326298312311,-1.487345168990401,-0.07313505172399731
1,-2.360620812806851,-2.149006392473573,-1.1607070254407812,0.24728774530973205,-0.9718587272215151,0.7163226954220699,0.492193267804903,-0.314542137946551,-2.149005930306006,-0.9808799992626668,-0.605900336299719
2,-2.3186391886611695,-1.791525947077191,-1.2183963147415215,0.29831093617724547,-0.9900878155631915,0.7163226954220699,0.492193267804903,3.9014982340229554,-1.7915256244237445,-0.99583866960824,-0.5874560231378554
3,-0.6616855836474905,-1.2682457475942517,1.1630891705111799,0.6247851342406375,-0.36219622739720436,0.7163226954220699,0.492193267804903,-0.18543982633129769,-1.2682456291617012,0.4976282638251635,0.14051417352484163
4,-0.5091405234418965,-1.2070481147850671,1.2253213545101762,0.8751720699787073,-0.25123986285292715,0.7163226954220699,0.492193267804903,2.363832356591155,-1.2070480202361558,0.6899421127233751,0.20753370692745154
5,-0.33368098613218566,-1.0803393596294868,1.2375790904630712,1.235600785314774,-0.17267656756908625,-0.7101030980123544,-0.7458211917074964,-0.07651415788789696,-1.0803393145312818,0.8848153567621887,-0.8000297630840166
6,-0.2440216395412447,-0.8978248335862359,1.2702524857225852,1.5689488424965352,-0.13930089587719735,-0.7101030980123544,-0.7458211917074964,-0.23684749617699385,-0.897824859718091,1.0494783301731285,-0.7606385984956048
7,0.03316745404335799,-0.5880623661952532,1.2557376374296503,2.4336797738264275,0.017950031026274613,-0.7101030980123544,-0.7458211917074964,-0.4556479104070149,-0.5880625132183034,1.4796587713053528,-0.6388576395363634
8,-1.0466275125393418,-0.6764889017080837,-1.1342889068742181,2.2621525660207715,-0.31344429551260167,-0.7101030980123544,-0.7458211917074964,-0.4080427261425046,-0.6764890142208537,0.22694924232826266,-1.1132574970822293
9,-1.781510915788819,-0.8980944266823115,-1.1633316352865317,1.5070213479223908,-0.6149098298906601,-0.7101030980123544,-0.8938352916790263,-0.4793161700085866,-0.8980944527089524,-0.2674395165773163,-1.5658012764963847
