company_urlname,topic,term,beta,,company_id
VolvocarsUS,2,xc,0.012030949,,96585976469
VolvocarsUS,2,detroit,0.012030949,,96585976469
VolvocarsUS,2,amazing,0.012030949,,96585976469
VolvocarsUS,2,oasis,0.012030949,,96585976469
VolvocarsUS,2,rio,0.012030949,,96585976469
VolvocarsUS,2,win,0.012030949,,96585976469
VolvocarsUS,2,de,0.009624759,,96585976469
VolvocarsUS,2,trip,0.009624759,,96585976469
VW,1,vw,0.036019349,,96585976469
VW,1,game,0.028383148,,96585976469
VW,1,commercial,0.016533309,,96585976469
VW,1,volkswagen,0.016030249,,96585976469
VW,1,fans,0.014779037,,96585976469
VW,1,golf,0.014273369,,96585976469
VW,1,day,0.013131749,,96585976469
VW,1,auto,0.011688688,,96585976469
VW,1,safety,0.009919985,,96585976469
VW,1,NA,0.009919985,,96585976469
VW,2,vw,0.051414141,,96585976469
VW,2,auto,0.020838339,,96585976469
VW,2,2012,0.017572078,,96585976469
VW,2,game,0.013536909,,96585976469
VW,2,passat,0.012260654,,96585976469
VW,2,car,0.012179197,,96585976469
VW,2,fan,0.012116291,,96585976469
VW,2,check,0.012065473,,96585976469
VW,2,photos,0.011238933,,96585976469
VW,2,post,0.010841753,,96585976469
