"","id","company_urlname","company_id","shares","C2B_likes","total_comments","created_date","post_time","post_date","weekday","time","type","message","afinnscore","bingscore","anger","anticipation","disgust","fear","joy","negative.x","positive.x","sadness","surprise","trust","constraining","litigious","negative.y","positive.y","uncertainty","n"
"456",456,"Buick","75764238259",54,342,137,"2012-01-29","15:30:04","2012-01-29",7,"afternoon","photo","did you know that in 1938, buick debuted the first concept car? can you name the model? we’ll post the correct answer later today.",NA,1,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,10
"457",457,"Buick","75764238259",2,115,86,"2012-01-28","17:00:10","2012-01-28",6,"afternoon","photo","the place i like driving to the most in my buick on the weekends is ________.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"458",458,"Buick","75764238259",21,54,5,"2012-01-27","20:30:25","2012-01-27",5,"night","link","to highlight the eassist smartphone games available for download on android and iphone, here are three fuel-saving tips from gm engineer dan cottrell:1.) think about what your feet are doing. smooth driving saves fuel. in cars with eassist, an “eco” gauge offers a visual aid to encourage efficient driving.2.) tires can make a big difference. with eassist, fuel flow to the engine is cut off during coasting.3.) benefitting from good aerodynamics can be easy. lacrosse with eassist benefits from a set of active shutters that block air from the front grille when it isn’t needed, improving airflow over the car.for more information on the eassist games, visit: ",10,6,0,1,0,0,1,0,7,0,0,2,0,0,1,5,0,61
"459",459,"Buick","75764238259",2,41,0,"2012-01-26","16:10:09","2012-01-26",4,"afternoon","link","we are proud to announce the return of msn re:discover! see firsthand the hidden gems of portland, new orleans, and la with more to come:",2,2,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,11
"460",460,"Buick","75764238259",0,82,18,"2012-01-25","19:00:05","2012-01-25",3,"night","link","“i am wrapped in luxury, as though i was sitting in my own living room” rose, a buick owner, recently said in an owner testimonial. “the music flows through the compartment and i am surrounded by sound. it rides like a dream and is attentive to my every command. it brings me pleasure and security to drive a buick.” would you recommend buick? ",6,4,0,0,0,0,2,0,4,1,0,2,0,0,0,2,0,26
"461",461,"Buick","75764238259",4,61,11,"2012-01-24","21:00:04","2012-01-24",2,"night","status","here is some winter travel driving advice if you are planning a ski or snowboarding trip this upcoming weekend: a.) always make sure to check the road conditions before you head out. b.) keep some non-perishable snacks and a bottle of water in your glove compartment in case you get stuck in traffic or stranded in a storm. c.) it’s smart to have a small first aid kit stored in the car for minor injuries.",-1,0,1,1,0,0,0,3,2,0,1,2,0,0,1,0,0,32
"462",462,"Buick","75764238259",14,158,105,"2012-01-23","20:00:08","2012-01-23",1,"night","photo","this 2012 verano is on its way to somewhere fun. where do you think it is heading? leave your caption below and we’ll like our favorites.",5,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,8
"463",463,"Buick","75764238259",32,253,42,"2012-01-22","22:58:32","2012-01-22",7,"night","photo","farewell until next year, north american international auto show. here’s a last look at the recently revealed 2013 encore luxury crossover.",NA,1,0,0,0,0,1,0,2,0,0,0,NA,NA,NA,NA,NA,12
"464",464,"Buick","75764238259",17,176,28,"2012-01-21","18:55:14","2012-01-21",6,"afternoon","photo","tomorrow the north american international auto show will come to a close. what have you enjoyed the most so far about the show and the coverage?",NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,8
"465",465,"Buick","75764238259",2,74,23,"2012-01-20","23:00:01","2012-01-20",5,"night","status","whether it is frequent salt removal or a winter tune up, do you have any special tips for taking care of your buick when the weather turns worse?  share them here.",0,-1,0,1,0,1,2,2,2,1,0,1,0,0,1,0,0,13
"466",466,"Buick","75764238259",35,98,18,"2012-01-19","16:26:28","2012-01-19",4,"afternoon","link","a quiet cabin, 10 airbags, and spacious design are all featured talking points of a recent washington post article highlighting the 2013 buick encore luxury crossover. read the article here:  what are your buick must-have features?",NA,3,0,0,0,0,1,0,4,1,0,0,NA,NA,NA,NA,NA,22
"467",467,"Buick","75764238259",0,51,6,"2012-01-18","18:00:16","2012-01-18",3,"afternoon","link","the buick achievers scholarship program is currently accepting applications for he 2012 scholarships. this year, the program as expanded to include current undergraduate students as well as high school seniors and graduates. visit here for more information: ",1,NA,0,0,0,0,1,0,4,0,0,1,NA,NA,NA,NA,NA,19
"468",468,"Buick","75764238259",25,108,18,"2012-01-17","18:18:27","2012-01-17",2,"afternoon","link","how would the 2013 encore fit in to your family’s lifestyle? suzanne kane of family car guide reviews the 2013 encore and its family functionality here:  . what do you look for in a family vehicle?",1,NA,0,0,0,0,0,0,3,0,0,1,NA,NA,NA,NA,NA,17
"469",469,"Buick","75764238259",26,164,18,"2012-01-15","14:51:18","2012-01-15",7,"afternoon","link","with turbocharged four-cylinder engines and aggressive styling, the wall street journall agrees our new vehicles like the regal turbo and gs sedan are amazingly agile. read the rest of wsj’s informative review here:",-1,2,1,0,0,1,1,1,4,0,1,1,0,0,0,1,0,21
"470",470,"Buick","75764238259",0,99,33,"2012-01-14","14:00:03","2012-01-14",6,"afternoon","link","have you been following our encore luxury crossover coverage? if you are curious for more details, visit the encore’s recently launched website to learn more:  ",2,1,0,0,0,0,1,0,4,0,0,0,NA,NA,NA,NA,NA,12
"471",471,"Buick","75764238259",35,142,27,"2012-01-13","16:06:44","2012-01-13",5,"afternoon","link","our new encore, ingeniously designed to offer roominess in a light and agile vehicle, earned ample praise from the new york times wheels blog. learn what features they’re raving about and let us know how you like the new design:",3,3,1,1,0,1,2,1,5,0,1,1,NA,NA,NA,NA,NA,20
"472",472,"Buick","75764238259",0,0,0,"2012-01-12","14:54:29","2012-01-12",4,"afternoon","question",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"473",473,"Buick","75764238259",0,66,7,"2012-01-11","23:00:05","2012-01-11",3,"night","link","we've created three new and interactive games that give you the opportunity to learn more about our  eassist technology. try out all three and vote for your favorite by leaving a comment below: ",4,1,1,2,0,0,2,1,5,1,1,2,0,0,0,2,0,11
"474",474,"Buick","75764238259",0,110,19,"2012-01-11","21:00:10","2012-01-11",3,"night","swf","presenting the all-new buick encore luxury crossover. with elegant style, quiet-tuning technology, premier safety features and numerous luxury amenities, it’s everything you have come to love about buick. ",6,6,0,0,0,0,4,0,8,1,0,0,0,0,0,1,0,18
"475",475,"Buick","75764238259",0,122,18,"2012-01-11","16:00:03","2012-01-11",3,"afternoon","link","take a photo tour of the new 2013 encore luxury crossover and its stylish design, including some of the standard and available luxury features: ",NA,3,0,0,0,0,2,0,4,0,0,0,NA,NA,NA,NA,NA,12
"476",476,"Buick","75764238259",0,89,11,"2012-01-10","23:01:10","2012-01-10",2,"night","link","join an exclusive #gmchat interview with buick encore's chief engineer and marketing manager tonight at 9 p.m. est. they’ll be discussing the 2013 buick encore luxury crossover and its north american international auto show debut which happened earlier today. for more information, visit here: ",3,1,0,0,0,0,1,0,5,0,0,0,0,0,0,1,0,30
"477",477,"Buick","75764238259",0,46,3,"2012-01-10","15:00:06","2012-01-10",2,"afternoon","link","we’re excited to announce the return of the buick achievers scholarship program. launched in 2011, the program rewards 1,100 undergraduates who demonstrate academic excellence and community service. applications are available here: ",9,2,0,1,1,0,3,0,5,0,1,3,0,0,0,3,0,20
"478",478,"Buick","75764238259",146,500,89,"2012-01-10","10:52:52","2012-01-10",2,"morning","photo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"479",479,"Buick","75764238259",0,60,29,"2012-01-10","10:50:01","2012-01-10",2,"morning","link","introducing the all-new and completely revealed 2013 encore:  what are your thoughts on this all-new vehicle? share with us your first impressions here.",1,NA,0,1,0,0,1,0,3,0,0,1,NA,NA,NA,NA,NA,8
"480",480,"Buick","75764238259",0,52,5,"2012-01-09","23:00:04","2012-01-09",1,"night","swf","it’s dinnertime and the baby’s crying. what’s your solution? watch here to see ours: ",-1,NA,0,1,0,1,0,1,1,1,0,0,NA,NA,NA,NA,NA,7
"481",481,"Buick","75764238259",44,107,13,"2012-01-09","15:30:56","2012-01-09",1,"afternoon","video","the 2012 buick verano luxury sedan is one of life’s unexpected pleasures. click to watch some of life’s other unanticipated surprises: ",NA,0,0,2,0,2,2,1,2,0,2,0,0,0,2,0,1,13
"482",482,"Buick","75764238259",1,86,32,"2012-01-08","16:15:02","2012-01-08",7,"afternoon","status","sometimes in the winter it can take a bit more energy to get up and moving. what motivates and inspires you to greet the day with gusto?",3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"483",483,"Buick","75764238259",0,62,28,"2012-01-07","16:00:03","2012-01-07",6,"afternoon","link","quality. luxury. fun to drive. that's some of the feedback we've received from you on our owner stories tab:  . buick owners, would you recommend buick? we would love to hear from you again.",9,4,0,1,0,0,3,0,5,0,0,1,NA,NA,NA,NA,NA,15
"484",484,"Buick","75764238259",20,143,32,"2012-01-06","20:00:28","2012-01-06",5,"night","photo","does winter have you singin’ the blues? we have the perfect cure: the 2012 verano luxury sedan. with options like a heated steering wheel, we’re thinking about throwing away our gloves. read more: ",3,3,0,1,0,1,2,1,2,1,0,1,0,0,0,1,0,18
"485",485,"Buick","75764238259",0,59,10,"2012-01-05","19:00:05","2012-01-05",4,"night","link","we are very close to revealing the entire picture of the brand-new 2013 encore. visit our encore tab to see the portions we’ve already revealed:  check back on tuesday to see the final reveal!",NA,NA,0,0,0,0,0,0,3,0,0,0,NA,NA,NA,NA,NA,17
"486",486,"Buick","75764238259",11,58,3,"2012-01-05","02:41:47","2012-01-05",4,"early morning","video","have you seen our buick human highlight reel “share your story” winner video yet? former ncaa basketball player mick ebeling believes that nothing is impossible. he started the not impossible foundation  to develop creative solutions to real-world problems. watch his story here:",10,0,0,5,0,1,3,3,7,2,1,2,0,0,2,2,1,25
"487",487,"Buick","75764238259",18,112,22,"2012-01-03","19:23:39","2012-01-03",2,"night","link","it’s a new year and we’ve removed our third tile from our 2013 encore reveal photo! take a look on our tab:  and let us know what you think.",NA,NA,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,9
"488",488,"Buick","75764238259",4,47,12,"2012-01-20","17:48:39","2012-01-20",5,"afternoon","link","we know that winter getaways are in high demand at this time of year. we’re partnering with pure michigan to bring you a chance to win one.  enjoy a 5-night stay at some of michigan’s finest locations including a 2-night stay at the grand hotel. we’re picking up the ground transportation, so you’ll ride in style! more info here:",10,5,1,2,0,0,1,1,2,0,1,2,0,0,0,2,0,32
"489",489,"Buick","75764238259",0,279,14,"2012-01-16","16:15:02","2012-01-16",1,"afternoon","status","today we honor martin luther king, jr. and his dream for a peaceful nation.",5,2,0,1,0,0,1,0,3,0,1,3,0,0,0,2,0,8
"490",490,"cadillac","95690769922",24,622,29,"2012-03-12","16:42:36","2012-03-12",1,"afternoon","photo","congratulations to justin rose, winner of the wgc-cadillac championship!",6,2,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,7
"491",491,"cadillac","95690769922",11,545,33,"2012-03-11","18:02:22","2012-03-11",7,"afternoon","status","to celebrate the growth of our community and each of you for being part of it, we are creating a custom design for our new facebook page coming later this month. we invite you to be part of our facebook timeline project by sharing your favorite cadillac photo and/or story on our wall with the tag #cadillacmillionfans.",8,2,0,2,0,0,2,0,4,0,1,2,0,0,0,1,0,22
"492",492,"cadillac","95690769922",15,586,17,"2012-03-09","21:48:32","2012-03-09",5,"night","link","are pga players as good at driving on a track as they are on a golf course? watch hunter mahan at the cadillac v-series challenge for charity to find out.",-1,NA,1,3,0,3,1,2,1,1,0,1,0,0,1,0,0,12
"493",493,"cadillac","95690769922",26,349,20,"2012-03-08","20:14:56","2012-03-08",4,"night","photo","just as we push our vehicles to their limits at germany's green hell, the legendary blue monster at doral has pushed the pros at the world golf championship-cadillac championship to their limits. if you're going to set a new standard, you have to test yourself on the world's toughest courses.",-6,-1,1,0,1,2,1,2,2,2,0,1,2,0,0,0,0,24
"494",494,"cadillac","95690769922",181,1502,48,"2012-03-07","22:28:56","2012-03-07",3,"night","photo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"495",495,"cadillac","95690769922",158,1624,105,"2012-03-06","22:42:44","2012-03-06",2,"night","photo","car and driver takes a closer look at the all-new cadillac ats: ""cadillac's a-game: caddy's new small sedan should be light, fast, and fit."" ",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"496",496,"cadillac","95690769922",24,1116,130,"2012-03-05","23:41:44","2012-03-05",1,"night","status","we would like to thank all of our fans for being part of our growing facebook community. from everyone here at cadillac, thanks a million.",1,1,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,6
"497",497,"cadillac","95690769922",38,794,58,"2012-03-05","19:14:34","2012-03-05",1,"night","photo","cadillac continues to support the world golf championship this year at doral. anyone can take the course in style with our cadillac golf line of merchandise from the cadillac collection.",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14
"498",498,"cadillac","95690769922",91,1506,139,"2012-03-04","17:14:54","2012-03-04",7,"afternoon","photo","it appears the battle between brains and brawn has officially been called a draw.",-1,NA,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,7
"499",499,"cadillac","95690769922",315,2034,141,"2012-03-02","21:06:01","2012-03-02",5,"night","video","the all-new 2013 cadillac xts luxury sedan contains more than 20 separate light sources that “greet” the driver in a carefully choreographed sequence.",3,1,0,0,0,0,1,0,2,0,0,0,NA,NA,NA,NA,NA,14
"500",500,"cadillac","95690769922",172,1835,116,"2012-03-01","21:47:59","2012-03-01",4,"night","photo","the future of technology is here in the all-new cadillac xts. learn how ""sensor fusion"" is refining the way our vehicles read the road. ",NA,NA,0,0,0,0,0,0,3,0,0,0,NA,NA,NA,NA,NA,11
"501",501,"cadillac","95690769922",133,1218,49,"2012-02-29","20:59:32","2012-02-29",3,"night","video","watch as the brembo brakes, available on the all-new cadillac ats, make easy work of the nürburgring's iconic karussell.",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,9
"502",502,"cadillac","95690769922",20,410,45,"2012-02-28","18:44:53","2012-02-28",2,"afternoon","status","did you guess that yesterday's engine sound was from our all-new ats? kyle stanforth, cadillac noise and vibration engineer, said the ats is engineered, ""so when you open it up, you not only feel the power, you hear it too.”",NA,-2,0,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,16
"503",503,"cadillac","95690769922",256,2269,473,"2012-02-27","19:20:24","2012-02-27",1,"night","video","cadillac engineers pay attention to every detail of a vehicle, even down to the purr of the engine. can you name this cadillac vehicle by its sound?",-1,NA,0,1,0,0,2,0,3,0,0,2,NA,NA,NA,NA,NA,11
"504",504,"cadillac","95690769922",532,4360,341,"2012-02-26","17:27:58","2012-02-26",7,"afternoon","photo","v-series fact: in the 3.9 seconds it takes you to say the words, ""how fast is this?"" you are already going 60 mph.",NA,1,1,0,0,0,0,1,0,0,0,1,NA,NA,NA,NA,NA,7
"505",505,"cadillac","95690769922",187,1800,101,"2012-02-24","22:04:11","2012-02-24",5,"night","photo","our all-new xts has received the first ever ""connected car of the year"" award. coming this spring, the xts is bringing the future forward with cue, our all-new in-vehicle media and infotainment system.",3,1,0,3,0,0,1,0,3,0,1,2,NA,NA,NA,NA,NA,16
"506",506,"cadillac","95690769922",160,1631,349,"2012-02-23","21:26:16","2012-02-23",4,"night","photo","for all of our escalade fans: there are many reasons why escalade is your favorite, from its commanding size to its luxurious interior, but we want to know, what do you like best?",2,3,0,0,1,0,2,0,4,0,0,3,0,0,0,1,0,9
"507",507,"cadillac","95690769922",0,509,52,"2012-02-22","16:00:03","2012-02-22",3,"afternoon","status","the cts-v wagon and the mercedes-benz e63 am go head-to-head in motor trend's ""superwagon showdown: batman and superman of the wagon world go to war."" spoiler alert, batman wins! ",1,0,0,0,0,1,1,2,1,1,0,1,NA,NA,NA,NA,NA,20
"508",508,"cadillac","95690769922",102,684,47,"2012-02-21","19:53:22","2012-02-21",2,"night","link","prada's new line for 2012 was inspired in part by classic cadillac styling. how does cadillac inspire you?",4,2,0,1,0,0,2,0,3,0,1,2,NA,NA,NA,NA,NA,9
"509",509,"cadillac","95690769922",0,370,24,"2012-02-20","20:00:04","2012-02-20",1,"night","status","cue, our newest infotainment technology,continues to make headlines. check out what the new york times has tosay. ",NA,NA,0,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,9
"510",510,"cadillac","95690769922",0,565,46,"2012-02-19","23:00:03","2012-02-19",7,"night","status","experience the future now when you customize your own all-new xts. build your own version of our modern luxury sedan here: ",NA,2,0,0,0,0,1,0,2,0,0,0,NA,NA,NA,NA,NA,9
"511",511,"cadillac","95690769922",78,961,440,"2012-02-17","22:08:42","2012-02-17",5,"night","link","cadillac was just named the most desirable automotive brand for men by forbes. which cadillac do you most desire?",3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,8
"512",512,"cadillac","95690769922",96,1279,138,"2012-02-16","22:37:20","2012-02-16",4,"night","link","we know the cts is the best luxury sedan in the market, but we need your help to prove it in autoweek's favorite luxury sedan poll. click here to vote: ",2,3,1,1,0,0,4,1,5,1,1,3,0,0,0,1,0,12
"513",513,"cadillac","95690769922",143,1031,82,"2012-02-16","19:51:55","2012-02-16",4,"night","photo","100 years ago, cadillac started their commanding list of industry ""firsts"" with the introduction of the electric self-starter. commitment to innovation is what continues to make a cadillac the new standard of the world.",3,2,0,0,0,0,1,0,3,0,1,1,1,0,0,1,0,17
"514",514,"cadillac","95690769922",100,1124,82,"2012-02-15","18:46:29","2012-02-15",3,"afternoon","link","achtung deutschland. cadillac bereitet eine herausforderung fuer die 3er bmw serie vor.",-3,-1,0,0,0,1,0,1,0,1,0,0,NA,NA,NA,NA,NA,12
"515",515,"cadillac","95690769922",151,2470,273,"2012-02-14","21:14:26","2012-02-14",2,"night","status","if you're going on a date tonight, be sure to take your cadillac. you wouldn't want to leave it alone in the garage on valentine's day.",-1,NA,0,0,0,0,0,1,0,1,1,0,NA,NA,NA,NA,NA,7
"516",516,"cadillac","95690769922",25,399,28,"2012-02-13","22:31:09","2012-02-13",1,"night","link","with available features like all-wheel drive and stabilitrak, our vehicles are built to perform in extreme conditions. test your snow and ice driving skills at the cadillac winter driving experience at monticello motor club. follow the link below for details and to sign-up.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
"517",517,"cadillac","95690769922",0,294,19,"2012-02-12","20:00:02","2012-02-12",7,"night","status","we would like to thank those who generously bid in the cadillac and charity buzz super bowl auctions. together, we raised almost $325,000 to benefit cureduchenne in their search to find a cure for duchenne muscular dystrophy. thank you from everyone at cadillac and cure duchenne! ",5,5,0,1,0,1,1,0,4,0,0,0,0,0,0,1,0,20
"518",518,"cadillac","95690769922",90,551,30,"2012-02-10","18:55:41","2012-02-10",5,"afternoon","video","from hairpins and s-curves, to entrance ramps and roundabouts, the cadillac ats' lightweight chassis produces exceptional agility without sacrificing strength, durability, or safety.",3,2,0,0,0,0,0,0,3,0,0,2,0,0,1,2,0,16
"519",519,"cadillac","95690769922",262,2985,163,"2012-02-09","22:08:17","2012-02-09",4,"night","photo","we're proud to announce that our cts family earned two prestigious awards at the chicago auto show. motorweek honored the cts coupe with the best sport coupe award and the cts wagon brought home autobytel's wagon of the year award.",13,6,0,3,0,0,3,0,3,0,2,3,0,0,0,2,0,23
"520",520,"cadillac","95690769922",146,1152,81,"2012-02-08","20:22:46","2012-02-08",3,"night","link","""2013 ats is already shaping up to be exactly the bmw 3 series fighter for which we were hoping."" - motorauthority ",2,NA,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,9
"521",521,"cadillac","95690769922",72,632,43,"2012-02-07","22:13:51","2012-02-07",2,"night","video","whether you are taking on the ""green hell's"" nordschleife, or just accelerating to pass someone on your way home from the office, the 2.0l turbocharged engine in the all-new cadillac ats has you covered.",NA,NA,0,0,0,0,1,0,1,0,0,1,NA,NA,NA,NA,NA,14
"522",522,"cadillac","95690769922",200,1739,79,"2012-02-06","21:55:38","2012-02-06",1,"night","video","in case you missed the big game last night, here's the video of our favorite highlight.",2,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,6
"523",523,"cadillac","95690769922",31,694,71,"2012-02-05","20:00:03","2012-02-05",7,"night","status","have you told anyone to go to ""green hell"" yet? watch our commercial tonight in the super bowl to find out why you might just have to.",-1,0,1,1,1,2,1,1,1,1,0,1,NA,NA,NA,NA,NA,8
"524",524,"cadillac","95690769922",121,1018,116,"2012-02-03","20:54:33","2012-02-03",5,"night","link","two 2.0 liter turbocharged 4-cylinder engines: one delivers 270 horsepower and the other only 240 horsepower. one vehicle is the cadillac ats; the other is the bmw 3 series. can you match each engine to the correct vehicle?",NA,1,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,21
"525",525,"cadillac","95690769922",40,614,41,"2012-02-02","20:21:31","2012-02-02",4,"night","link","the cadillac ats super bowl commercial told you to go to ""green hell,"" and now you can. experience it here and let us know what you think.",-1,0,1,0,1,1,1,1,1,1,0,1,NA,NA,NA,NA,NA,9
"526",526,"cadillac","95690769922",27,1564,161,"2012-02-01","20:22:51","2012-02-01",3,"night","status","@paul kane wants to know: ""love the cts-v, maybe an ats-v, guys?""answer: it sounds like there's a lot of passion around the idea of an ats-v. we will send your feedback along to the cadillac product development team. in the meantime, show your support for this idea by ""liking"" this post.",5,4,0,1,0,0,3,0,3,0,0,3,NA,NA,NA,NA,NA,23
"527",527,"cadillac","95690769922",0,196,12,"2012-01-31","19:10:47","2012-01-31",2,"night","link","like the song in our super bowl commercial?  you can listen to ""totally free"" and other tracks from the band elk city here! ",4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
"528",528,"cadillac","95690769922",358,1803,135,"2012-01-30","15:31:58","2012-01-30",1,"afternoon","video","if anyone tells you that cadillac can't beat the world's best, just tell them to go to ""green hell.""",-4,-1,1,0,1,1,1,1,1,1,0,1,NA,NA,NA,NA,NA,6
"529",529,"cadillac","95690769922",19,449,21,"2012-01-29","21:22:27","2012-01-29",7,"night","link","the ats has made the journey from concept to reveal (with a stop in germany along the way). if you missed any of it, you can catch up on all four chapters of the journey on our ats tab. ",-3,-1,0,2,0,2,2,0,2,0,1,0,0,0,1,0,0,12
"530",530,"cadillac","95690769922",211,1047,116,"2012-01-27","20:32:55","2012-01-27",5,"night","video","@magoldman wants to know: ""hey @cadillac: did you really drive that car backwards?""answer: yes, we did. the cts ad was produced using two vehicles performing the driving just as it's seen. no tricks, no gimmicks. don't try it at home though - these drivers are pros.",NA,0,0,0,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,18
"531",531,"cadillac","95690769922",192,1719,457,"2012-01-26","18:31:40","2012-01-26",4,"afternoon","photo","we know cadillac interiors are expertly designed (especially with the new cue infotainment system), but if you could think of a feature to add, what would it it be? (ats available summer 2012)",NA,1,0,1,0,0,0,0,1,0,0,1,NA,NA,NA,NA,NA,12
"532",532,"cadillac","95690769922",77,508,48,"2012-01-24","21:37:07","2012-01-24",2,"night","video","cadillacs come equipped with options like abs, all-wheel drive and a stabilitrak control system to help them handle winter conditions with ease. watch our vehicles take on the elements at the vail ice drive event.",2,1,0,1,0,1,0,0,1,0,0,1,NA,NA,NA,NA,NA,20
"533",533,"cadillac","95690769922",27,333,16,"2012-01-23","19:42:44","2012-01-23",1,"night","link","we're honored to announce that cue has earned an editor's choice award as one of the top gadgets at ces from popular mechanics!",10,4,0,3,0,0,1,0,3,0,1,2,0,0,0,2,0,12
"534",534,"cadillac","95690769922",134,2060,71,"2012-01-23","15:47:44","2012-01-23",1,"afternoon","link","each year, thousands of children are born with duchenne muscular dystrophy. take a moment to join us in the fight against this childhood disease. time is almost up for bidding on trips to the 2012 super bowl to help benefit cureduchenne. follow this link to help us find a cure.",5,3,2,1,1,2,1,2,4,1,0,0,0,0,0,1,0,22
"535",535,"cadillac","95690769922",48,551,28,"2012-01-22","21:02:47","2012-01-22",7,"night","link","check out cadillac's own christine park make her mark in the auto industry as the senior creative designer for the interior of the new xts.",2,1,0,0,1,0,0,0,3,0,0,1,0,0,0,1,0,12
"536",536,"cadillac","95690769922",190,1029,78,"2012-01-20","19:01:29","2012-01-20",5,"night","video","having conquered the nürburgring, it’s time for the ats to make its public debut. ats: the journey chapter 4 takes you behind the scenes of cadillac's reveal event to capture the reactions of the auto industry press as the ats is unveiled. ats available summer 2012",NA,NA,0,3,0,1,1,1,2,0,0,0,NA,NA,NA,NA,NA,26
"537",537,"cadillac","95690769922",26,454,39,"2012-01-19","21:31:16","2012-01-19",4,"night","link","we couldn't help, but agree with rollingout.com after their up close review of the all-new ats - ""bmw, merecedes-benz and audi, watch out!""",1,NA,0,1,0,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,10
"538",538,"cadillac","95690769922",31,484,24,"2012-01-18","19:23:30","2012-01-18",3,"night","link","we know the cadillac ats is the ""hottest car at naias,"" but we need your help to spread the word. follow the link to cast your vote in this detroit free press poll.",1,2,1,1,0,0,1,1,2,1,1,3,NA,NA,NA,NA,NA,15
"539",539,"cadillac","95690769922",15,583,72,"2012-01-18","15:29:17","2012-01-18",3,"afternoon","status","the votes are in from yesterday's poll and it looks like the xts is what you are most looking forward to from cadillac in 2012. thanks for all of your responses!",NA,NA,0,0,0,0,0,0,1,0,0,1,NA,NA,NA,NA,NA,8
"540",540,"cadillac","95690769922",0,0,0,"2012-01-17","18:55:22","2012-01-17",2,"afternoon","question",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"541",541,"cadillac","95690769922",17,438,31,"2012-01-16","20:21:38","2012-01-16",1,"night","link","congratulations to cadillac xts chief engineer sheri hickok who was honored in the detroit free press!",5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,11
"542",542,"cadillac","95690769922",28,359,3,"2012-01-16","15:07:49","2012-01-16",1,"afternoon","link","duchenne muscular dystrophy affects the muscular system of 1 in 3,500 boys. help support cureduchenne and raise awareness for this disease. bidding is still open on trips to the 2012 super bowl at cadillac's page on charity buzz. join us in our search for a cure.",6,3,1,1,1,2,1,1,5,1,0,1,NA,NA,NA,NA,NA,26
"543",543,"cadillac","95690769922",75,866,58,"2012-01-15","22:14:24","2012-01-15",7,"night","link","""i have a fairly high standard for what i feel an american sports car should be all about, and this car absolutely exceeded every expectation i had.” - indycar driver jr hildebrand on the cts-v coupe",NA,2,0,1,0,0,0,0,2,0,0,1,NA,NA,NA,NA,NA,16
"544",544,"cadillac","95690769922",118,1017,59,"2012-01-13","18:20:51","2012-01-13",5,"afternoon","link","""the ats looks at once balanced and audacious, and every bit a contemporary cadillac."" - vanity fair",5,0,0,0,0,0,0,1,2,0,0,0,NA,NA,NA,NA,NA,8
"545",545,"cadillac","95690769922",24,371,25,"2012-01-12","19:58:07","2012-01-12",4,"night","photo","cadillac cue: designed with our drivers in mind, to fit their every need. [infographic] ",1,NA,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,7
"546",546,"cadillac","95690769922",0,110,7,"2012-01-12","17:12:36","2012-01-12",4,"afternoon","link",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"547",547,"cadillac","95690769922",301,2410,194,"2012-01-11","17:47:27","2012-01-11",3,"afternoon","photo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"548",548,"cadillac","95690769922",132,938,56,"2012-01-10","18:15:30","2012-01-10",2,"afternoon","video","see how the all-new cadillac ats was revealed at the north american international auto show.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
