"","id","company_urlname","company_id","shares","C2B_likes","total_comments","created_date","post_time","post_date","weekday","time","type","message","afinnscore","bingscore","anger","anticipation","disgust","fear","joy","negative.x","positive.x","sadness","surprise","trust","constraining","litigious","negative.y","positive.y","uncertainty","n"
"1",1,"Acura","85299287409",0,30,17,"2012-03-12","17:03:51","2012-03-12",1,"afternoon","link","driving to work may not be one of them, but are there some places you love to drive to?",3,1,0,0,0,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,3
"2",2,"Acura","85299287409",0,55,53,"2012-03-11","17:01:37","2012-03-11",7,"afternoon","link","good morning acura fans! what are you going to do with that extra hour of daylight?",NA,1,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,6
"3",3,"Acura","85299287409",0,53,31,"2012-03-10","19:01:28","2012-03-10",6,"night","link","remember to set your clocks ahead 1 hour tonight. how do you feel about losing an hour of sleep?",-3,-1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,11
"4",4,"Acura","85299287409",19,180,60,"2012-03-09","17:16:44","2012-03-09",5,"afternoon","link","excited for the new acura ilx? get on our interest list today to receive exclusive information on this all new acura model! ",5,1,0,1,0,0,1,0,3,0,1,1,0,0,0,2,0,9
"5",5,"Acura","85299287409",2,87,15,"2012-03-09","02:41:37","2012-03-09",5,"early morning","link","you may remember tyson hugie as the acura owner who drove his legend to 500,000 miles. as an acura enthusiast for 15 years, we thought he’d be the perfect fan to take a first look at the new ilx and share his thoughts. to see what he has to say, check out the new tyson tab on the here: _296232597109442",7,2,0,3,0,0,3,0,3,0,1,2,0,0,0,1,0,21
"6",6,"Acura","85299287409",0,24,9,"2012-03-07","19:02:40","2012-03-07",3,"night","link","it’s quick and easy to retrieve your radio or navi code. find it fast at my acura.",1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,9
"7",7,"Acura","85299287409",0,0,0,"2012-03-06","17:04:00","2012-03-06",2,"afternoon","question",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"8",8,"Acura","85299287409",0,30,60,"2012-03-05","18:11:58","2012-03-05",1,"afternoon","link","happy monday! what did you and your acura do this past weekend?",3,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,5
"9",9,"Acura","85299287409",0,320,41,"2012-03-04","18:11:37","2012-03-04",7,"afternoon","link","like this status if your acura navigation system helped you find your way when you were lost.",-3,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,6
"10",10,"Acura","85299287409",0,31,18,"2012-03-03","18:11:31","2012-03-03",6,"afternoon","link","are you lucky enough to steal away for a winter vacation? where are you going?",1,0,1,1,0,1,2,1,2,1,1,0,NA,NA,NA,NA,NA,4
"11",11,"Acura","85299287409",0,61,6,"2012-03-02","22:32:04","2012-03-02",5,"night","link","congratulations to the 5 acura fans who submitted winning videos in our rdx essential luxury challenge! to see who the winners are check the contest tab here:",5,5,1,1,1,1,2,1,3,1,1,1,0,0,1,2,0,15
"12",12,"Acura","85299287409",0,40,26,"2012-03-02","18:14:30","2012-03-02",5,"afternoon","link","do you have a story to share about your acura? visit our celebrate site and tell us about it:",4,1,0,1,0,0,1,0,2,0,0,1,NA,NA,NA,NA,NA,6
"13",13,"Acura","85299287409",0,27,111,"2012-03-01","18:12:15","2012-03-01",4,"afternoon","link","what song really gets you in the mood to drive?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"14",14,"Acura","85299287409",0,40,5,"2012-02-29","19:15:07","2012-02-29",3,"night","link","happy leap day everyone! get out there and enjoy the extra day, the next one won’t happen till 2016.",5,2,0,3,0,0,2,0,3,0,0,2,0,0,0,2,0,10
"15",15,"Acura","85299287409",0,323,29,"2012-02-28","19:13:22","2012-02-28",2,"night","link","like this status if you’re already daydreaming about summer road trips.",NA,NA,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,6
"16",16,"Acura","85299287409",0,43,71,"2012-02-27","19:19:00","2012-02-27",1,"night","link","do you have any accessories on your acura? what did you add or change on your car?",NA,NA,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,5
"17",17,"Acura","85299287409",0,91,20,"2012-02-26","19:13:00","2012-02-26",7,"night","link","if you’re out and about this weekend and need to check info on any acura model, see current offers or locate a dealer, our mobile site is here to help!",NA,NA,0,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,12
"18",18,"Acura","85299287409",0,126,184,"2012-02-24","08:11:36","2012-02-24",5,"morning","photo","can you guess the year and model of this acura?",NA,NA,0,0,0,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,3
"19",19,"Acura","85299287409",0,400,656,"2012-02-23","08:11:18","2012-02-23",4,"morning","link","if you could wake up tomorrow with the new nsx concept in your driveway, what color would you want it to be?",NA,NA,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,6
"20",20,"Acura","85299287409",0,41,20,"2012-02-22","19:11:04","2012-02-22",3,"night","link","we love it when our fans share pictures of their acuras with us. post a wall photo or tag “acura” in your favorite acura image.",6,3,0,1,0,0,3,0,3,0,0,2,0,0,0,1,0,13
"21",21,"Acura","85299287409",0,44,68,"2012-02-21","18:11:46","2012-02-21",2,"afternoon","link","driving in the snow can be tricky if you’re not used to it. those of you who are experienced snow drivers, do you have any tips for the rookies flocking to the slopes?",NA,-1,0,0,0,0,0,0,1,0,0,1,NA,NA,NA,NA,NA,11
"22",22,"Acura","85299287409",0,67,3,"2012-02-20","18:11:20","2012-02-20",1,"afternoon","link","happy president’s day! the president’s day sales event is in full swing. to take advantage of these limited-time offers, visit:",4,1,1,2,0,0,1,1,3,1,0,1,0,0,0,2,0,13
"23",23,"Acura","85299287409",0,28,2,"2012-02-19","18:10:57","2012-02-19",7,"afternoon","link","it’s quick and easy to retrieve your radio or navi code. find it fast at my acura.",1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,9
"24",24,"Acura","85299287409",0,48,94,"2012-02-18","17:10:54","2012-02-18",6,"afternoon","link","if you could give away an acura, which would one would you choose and who would you give it to?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"25",25,"Acura","85299287409",0,48,4,"2012-02-17","18:10:57","2012-02-17",5,"afternoon","link","we’re celebrating president’s day with an exclusive sales event! to see all the great offers, visit:",5,NA,0,1,0,0,1,0,2,0,0,0,0,0,0,1,0,9
"26",26,"Acura","85299287409",0,30,12,"2012-02-16","21:01:27","2012-02-16",4,"night","link","the glamourai knows fashion like the back of her hand. we’re delighted to whisk her around new york fashion week in the sleek and refined mdx. how does your acura inspire your style?",5,4,0,2,0,0,2,0,3,0,1,1,0,0,0,1,0,15
"27",27,"Acura","85299287409",0,0,0,"2012-02-16","17:00:34","2012-02-16",4,"afternoon","question",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"28",28,"Acura","85299287409",0,58,15,"2012-02-15","18:20:42","2012-02-15",3,"afternoon","link","congratulations to elliot l. scheiner, the 'els' in the els surround sound system found in many acura models. he was honored yesterday with his seventh grammy award for best surround sound album.",7,3,0,3,0,0,2,2,4,0,1,3,0,0,0,1,0,19
"29",29,"Acura","85299287409",0,43,7,"2012-02-14","22:20:31","2012-02-14",2,"night","link","last week we auctioned off a custom acura tl for $80,000 at the annual musicares charity auction, which helped to raise a record-breaking$6.5 million. congratulations to musicares and all those who attended the auction for making the night such a huge success!",5,2,0,3,0,0,2,0,2,0,0,0,0,0,1,1,0,23
"30",30,"Acura","85299287409",0,48,20,"2012-02-14","16:10:51","2012-02-14",2,"afternoon","link","happy valentine’s day acura fans! how did you meet your valentine?",3,2,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,7
"31",31,"Acura","85299287409",0,68,40,"2012-02-13","19:10:53","2012-02-13",1,"night","link","love is in the air! has your acura been there for any of your first dates?",3,1,0,0,0,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,4
"32",32,"Acura","85299287409",0,258,70,"2012-02-12","20:10:32","2012-02-12",7,"night","link","the future is here. check out our newest vehicles: the 2013 rdx, the 2013 ilx and the nsx concept.  which is your favorite?",2,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,10
"33",33,"Acura","85299287409",0,70,24,"2012-02-11","18:55:47","2012-02-11",6,"afternoon","swf","last year, tyson hugie reached an impressive milestone with his acura legend: 500,000 miles! this year, we sent him 2,000 miles to detroit to check out our new line-up. see what he had to say to acura chief designer jon ikeda about the longevity of acura design.",4,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,22
"34",34,"Acura","85299287409",0,89,7,"2012-02-11","00:01:22","2012-02-11",6,"early morning","link","acura is auctioning off a brand new tl at the annual musicares event tonight. the gala is honoring paul mccartney, and we’ve customized a tl in his honor.",4,2,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,16
"35",35,"Acura","85299287409",0,73,21,"2012-02-10","22:00:35","2012-02-10",5,"night","link","want the inside scoop on the production versions of the 2013 rdx and ilx?check out our future vehicles section for all the details. while you’re there,  you can get on the list to receive exclusive details on the 2013 rdx before they're available to the public.",5,NA,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,20
"36",36,"Acura","85299287409",0,63,19,"2012-02-10","18:55:56","2012-02-10",5,"afternoon","swf","you may remember tyson hugie as the blogger who drove his acura legend to 500,000 miles. now see what he thinks of the all-new 2013 ilx as he checks out acura’s newest vehicle with digital marketing senior manager john watts.",NA,NA,0,0,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,20
"37",37,"Acura","85299287409",0,29,6,"2012-02-10","00:02:00","2012-02-10",5,"early morning","link","don’t forget to vote for “transactions” starring jerry seinfeld and jay leno on youtube’s ad blitz; watch the extended cut and all the web extras and outtakes at acura.com #jerrysnsx",-2,NA,1,2,0,1,1,2,1,1,2,1,0,0,1,0,0,20
"38",38,"Acura","85299287409",0,50,15,"2012-02-09","22:56:10","2012-02-09",4,"night","swf","we sent blogger and acura legend owner tyson hugie to detroit last month to get a first-hand look at the all-new 2013 ilx, where he met with acura vice president jeff conrad to learn more about the new car. check it out here:",NA,-1,0,0,0,0,0,1,2,0,0,1,NA,NA,NA,NA,NA,20
"39",39,"Acura","85299287409",0,34,43,"2012-02-09","18:10:42","2012-02-09",4,"afternoon","link","the weekend is almost here! do you have exciting plans for you and your acura?",3,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,4
"40",40,"Acura","85299287409",0,200,29,"2012-02-08","20:01:21","2012-02-08",3,"night","link","you’ve seen the in-game spot and the extended cut but we’re most excited about the latest video. see the hilarious outtakes with jerry seinfeld and jay leno; exclusively on acura.com",4,2,0,1,0,0,2,0,2,0,2,1,0,0,1,2,0,16
"41",41,"Acura","85299287409",0,71,17,"2012-02-08","17:16:55","2012-02-08",3,"afternoon","link","we're excited to announce that the production versions of the ilx and rdx will make their world debut at the 2012 chicago auto show on february 8. if you want to learn more about the cars, visit:",3,1,0,2,0,0,1,0,4,0,1,1,0,0,0,1,0,16
"42",42,"Acura","85299287409",0,53,10,"2012-02-08","00:00:54","2012-02-08",3,"early morning","link","we hope our ad starring jerry seinfeld and jay leno made the top of your list. help us top the youtube ad blitz list by voting for “transactions” now!",6,2,0,3,0,0,1,0,3,0,2,3,NA,NA,NA,NA,NA,16
"43",43,"Acura","85299287409",0,0,0,"2012-02-07","19:58:23","2012-02-07",2,"night","question",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"44",44,"Acura","85299287409",0,95,28,"2012-02-06","19:00:57","2012-02-06",1,"night","link","did you catch our ad starring jerry seinfeld and jay leno during the big game yesterday? help us top youtube’s ad blitz list by voting for “transactions” on youtube’s ad blitz!",2,1,0,1,0,0,0,0,1,0,3,1,NA,NA,NA,NA,NA,19
"45",45,"Acura","85299287409",0,109,25,"2012-02-06","04:01:32","2012-02-06",1,"early morning","link","now that the big game is over what were your big highlights? we hope our ad starring jerry seinfeld and jay leno made the top of your list. help us top the youtube ad blitz list by voting for “transactions” now!",6,2,0,3,0,0,1,0,3,0,2,3,NA,NA,NA,NA,NA,18
"46",46,"Acura","85299287409",0,179,45,"2012-02-05","19:01:01","2012-02-05",7,"night","swf","watching the big game today? be on the lookout for our ad during the 3rd quarter, starring jerry seinfeld and the new nsx concept vehicle. if you just can’t wait, head over to our youtube page to watch the extended cut and all 5 of our web extras now. #jerrysnsx",-1,NA,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,24
"47",47,"Acura","85299287409",0,61,20,"2012-02-04","17:35:44","2012-02-04",6,"afternoon","link","anyone going to the super bowl tomorrow? if you won’t be there in person, will you be tuning in?",3,1,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,6
"48",48,"Acura","85299287409",0,33,29,"2012-02-03","17:35:39","2012-02-03",5,"afternoon","link","it’s finally friday! do you have any exciting plans for the weekend?",3,1,0,2,1,0,2,0,2,0,2,1,0,0,0,1,0,6
"49",49,"Acura","85299287409",0,55,6,"2012-02-03","17:20:32","2012-02-03",5,"afternoon","swf","start  your weekend with the last three of our web extras featuring jerry seinfeld – “zip line”, “private comedy show” and “small talk”. see them all here: #jerrysnsx",1,NA,0,1,0,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,13
"50",50,"Acura","85299287409",22,65,5,"2012-02-02","18:55:49","2012-02-02",4,"afternoon","video","the big game is around the corner but we can’t contain our excitement. we just have too much great seinfeld content, so we’re giving our fans some exclusive web extras. check out the extended version again and catch our latest web extra: “sock puppet recap.”",5,1,0,1,0,0,2,0,4,0,2,1,0,0,0,2,0,21
"51",51,"Acura","85299287409",0,26,133,"2012-02-02","15:30:26","2012-02-02",4,"afternoon","link","one of the most difficult decisions when purchasing a car is choosing the color. what color is your acura, and why did you choose it?",-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,9
"52",52,"Acura","85299287409",0,32,5,"2012-02-01","21:01:02","2012-02-01",3,"night","link","join us tonight on twitter from 9-10 pm et (6-7 pm pt) to discuss the rdx essential luxury challenge, the rdx itself and, of course, life’s essential luxuries. simply follow #rdxcontest on twitter to join the discussion. to celebrate life’s luxuries, we’ll be giving away prizes including spa, coffee and restaurant gift cards and a nook simple touch!rsvp to win:",10,3,1,2,0,1,3,1,10,0,2,1,0,0,1,1,0,42
"53",53,"Acura","85299287409",0,57,5,"2012-02-01","20:05:45","2012-02-01",3,"night","link","have you seen the extended version of our big game commercial, starring jerry seinfeld and the new nsx concept vehicle? you will be excited to know that the first web extra, “munchkin,” is now also up. see them both now. #jerrysnsx",3,1,0,1,0,0,1,0,2,0,1,1,0,0,0,1,0,15
"54",54,"Acura","85299287409",0,99,14,"2012-02-01","16:30:53","2012-02-01",3,"afternoon","link","can’t get enough of the nsx? check out this article on the history and future of one of our most legendary models.",NA,1,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,8
"55",55,"Acura","85299287409",0,38,2,"2012-01-31","21:00:58","2012-01-31",2,"night","link","want to learn more about the new rdx and enter to win a luxury weekend in arizona through our rdx essential luxury challenge? join us on wednesday, february 1 from 9-10 pm et (6-7 pm pt) on twitter by following the hashtag #rdxcontest. we’ll be discussing life’s essential luxuries and even giving away a few prizes, including spa, coffee and restaurant gift cards and a nook simple touch! rsvp to win:",10,4,1,2,0,1,4,1,10,0,2,1,0,0,1,2,0,43
"56",56,"Acura","85299287409",0,35,4,"2012-01-31","16:30:38","2012-01-31",2,"afternoon","link","we have acura owner stories posted at celebrate.acura.com. read the stories and share your own.",1,NA,0,1,0,0,1,0,1,0,0,1,NA,NA,NA,NA,NA,8
"57",57,"Acura","85299287409",0,141,22,"2012-01-30","23:49:45","2012-01-30",1,"night","link","get an exclusive sneak peek of the extended version of our big game commercial staring jerry seinfeld, jay leno, and the new nsx concept vehicle. #jerrysnsx",2,-1,1,0,0,1,0,2,0,0,1,0,0,0,0,1,0,16
"58",58,"Acura","85299287409",0,86,57,"2012-01-30","16:30:44","2012-01-30",1,"afternoon","link","can you name all three of the newest acura models? which is your favorite?",2,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,3
"59",59,"Acura","85299287409",0,40,74,"2012-01-29","16:25:57","2012-01-29",7,"afternoon","link","have you accessorized your acura? what accessories have you added to your ride?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"60",60,"Acura","85299287409",0,25,52,"2012-01-28","17:25:58","2012-01-28",6,"afternoon","link","if you were to describe yourself as an acura model, which one would you be and why?",NA,NA,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,3
"61",61,"Acura","85299287409",0,29,38,"2012-01-27","16:25:39","2012-01-27",5,"afternoon","link","innovative? advanced? aggressive? elegant? how do you describe your acura’s performance?",3,2,1,0,0,1,1,1,2,0,0,0,0,0,0,1,0,7
"62",62,"Acura","85299287409",0,157,21,"2012-01-26","18:00:45","2012-01-26",4,"afternoon","swf","what’s an auto show without auto enthusiasts? we sent a group of auto bloggers to detroit to see our new ilx and nsx concepts. see what they thought of the new acura line-up:",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
"63",63,"Acura","85299287409",0,23,0,"2012-01-26","00:08:42","2012-01-26",4,"early morning","swf","we had a great time at the sundance film festival in utah meeting attendees, rubbing elbows with celebs, seeing some fantastic films and showing off all that acura has to offer. take a look inside the acura studio to see what we’ve been up to in park city.",4,1,0,2,0,0,1,0,2,0,1,0,0,0,0,1,0,20
"64",64,"Acura","85299287409",0,26,11,"2012-01-25","19:00:49","2012-01-25",3,"night","link","we're still looking for your essential luxuries! tell us all about them in a short video, and you could win one of five all-expense-paid luxury weekends for two in arizona to test-drive the 2013 rdx before it goes on sale! a macbook pro could also be yours! submit your video now through the rdx essential luxury challenge tab.",3,3,1,1,0,1,2,1,4,0,0,0,0,0,1,1,0,24
"65",65,"Acura","85299287409",0,32,1,"2012-01-25","16:20:31","2012-01-25",3,"afternoon","link","acura is proud to have been the presenting sponsor and the official vehicle of the 2011 sundance film festival. as the festival comes to a close, did anyone catch a glimpse of a sundance star riding in an mdx?",2,1,0,4,0,0,4,0,5,0,3,4,NA,NA,NA,NA,NA,17
"66",66,"Acura","85299287409",0,24,0,"2012-01-25","14:00:47","2012-01-25",3,"afternoon","link","we're big fans of robert redford, and if you're a fan of the sundance film festival, you should be too! learn more about redford's fascinating project here:",6,2,0,1,0,0,1,0,3,0,1,0,NA,NA,NA,NA,NA,11
"67",67,"Acura","85299287409",0,24,12,"2012-01-24","12:20:54","2012-01-24",2,"morning","link","have a story to tell about your acura. visit our celebrate site and share it with us!",4,1,0,1,0,0,1,0,2,0,0,1,NA,NA,NA,NA,NA,6
"68",68,"Acura","85299287409",0,22,56,"2012-01-23","13:21:15","2012-01-23",1,"afternoon","link","how many times a year do you wash your acura? any secret tricks you use when washing your acura?",NA,NA,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,7
"69",69,"Acura","85299287409",12,117,13,"2012-01-22","18:34:55","2012-01-22",7,"afternoon","photo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"70",70,"Acura","85299287409",0,23,0,"2012-01-22","14:26:09","2012-01-22",7,"afternoon","link","we hosted the cast of the end of love in the acura studio at the sundance film festival last night for a private event, but we'll share pictures with you soon. the film stars some of our favorite  sundance alum, including a hoodie aficionado that had to battle off his girlfriend's exes as scott pilgrim and a beauty who worked to escape purgatory in wristcutters: a love story.",7,4,1,3,1,2,6,3,8,0,1,2,0,0,0,1,0,32
"71",71,"Acura","85299287409",0,22,1,"2012-01-21","21:01:31","2012-01-21",6,"night","link","the acura studio at the sundance film festival was packed last night for the after-party for your sister's sister. recognize the starlets from the film? one walked the red carpet at sundance in 2010 to promote the company men and the other appeared at sundance 2008 for sunshine cleaning.",3,NA,0,1,0,0,2,0,3,0,1,0,0,0,0,0,1,25
"72",72,"Acura","85299287409",0,20,0,"2012-01-21","19:01:28","2012-01-21",6,"night","photo","andy samberg and rashida jones, the stars of celeste & jesse forever, joined us in the acura studio at the sundance film festival. check out these pics from the event!",NA,NA,0,1,0,0,1,0,2,0,1,0,NA,NA,NA,NA,NA,17
"73",73,"Acura","85299287409",0,25,1,"2012-01-21","12:35:55","2012-01-21",6,"morning","status","acura hosted the cast of celeste and jesse forever last night at our studio on main st. the film stars some of our favorite comedic actors. here is a hint: you can find this starlet nursing in pawnee while this funny man serenades us on a boat. post your guesses and we'll post our pics later.",6,0,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,26
"74",74,"Acura","85299287409",0,57,18,"2012-01-20","14:35:53","2012-01-20",5,"afternoon","photo","it's the first day of the sundance film festival, and we're on the scene. if you and your acura were out in park city, would you rather hit the slopes or catch the films?",NA,NA,1,1,0,0,1,1,1,0,2,0,NA,NA,NA,NA,NA,12
"75",75,"Acura","85299287409",0,34,3,"2012-01-20","13:11:44","2012-01-20",5,"afternoon","link","ever heard of active sound control? see how acura uses your vehicle’s speakers not only to create sound, but to take it away.",1,NA,0,0,0,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,9
"76",76,"Acura","85299287409",2,42,5,"2012-01-19","23:33:06","2012-01-19",4,"night","link","here's your chance to win a trip to arizona to experience the new rdxbefore it goes on sale! all you have to do is submit a video of yourselftelling us about your essential luxury. maybe it’s your morning espresso,your annual ski trip or front row seats to your favorite concert - whateveryour luxuries are, we want to know! learn more here: _252146911515663",8,3,1,1,0,0,2,1,4,0,3,1,0,0,0,2,0,27
"77",77,"Acura","85299287409",0,42,152,"2012-01-19","12:12:53","2012-01-19",4,"morning","link","my favorite acura in today’s line-up is ____________.",2,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,5
"78",78,"Acura","85299287409",0,26,10,"2012-01-18","16:10:11","2012-01-18",3,"afternoon","link","did you know you can get help with your acura vehicle concerns by following @acuraclientcare on twitter? ",NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,5
"79",79,"Acura","85299287409",0,34,1,"2012-01-17","17:21:11","2012-01-17",2,"afternoon","link","acura is a presenting sponsor and the official vehicle of the 2012 sundance film festival and will also host the audience award for the us dramatic and documentary competition series.  on-site beginning january 20th, catch all the action at the “acura studio"" on main st where we will showcase some exciting new vehicles in a fun interactive space. check us out if you’re in park city. ",10,3,0,6,0,0,4,1,7,0,4,4,0,0,0,1,0,35
"80",80,"Acura","85299287409",0,25,10,"2012-01-17","16:05:09","2012-01-17",2,"afternoon","link","it’s quick and easy to retrieve your radio or navi code. find it fast at my acura. ",1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,9
"81",81,"Acura","85299287409",0,47,43,"2012-01-16","16:05:10","2012-01-16",1,"afternoon","link","we hope you enjoyed your weekend. did you go anywhere exciting in your acura? ",5,2,0,2,0,0,2,0,2,0,2,1,0,0,0,2,0,5
"82",82,"Acura","85299287409",0,39,127,"2012-01-15","15:05:08","2012-01-15",7,"afternoon","link","what is your favorite feature on your acura? ",2,1,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,3
"83",83,"Acura","85299287409",0,49,128,"2012-01-14","17:00:14","2012-01-14",6,"afternoon","link","i’m an acura owner because ____________. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"84",84,"Acura","85299287409",0,44,28,"2012-01-14","00:36:42","2012-01-14",6,"early morning","link","the 2013 rdx was designed with essential luxuries in mind. click on the rdx challenge tab and tell us about your essential luxuries for a chance to win an exclusive weekend in arizona to experience the rdx before it goes on sale! see official rules here: ",7,1,1,0,0,1,0,1,2,0,1,1,0,0,1,2,0,22
"85",85,"Acura","85299287409",0,37,26,"2012-01-13","16:00:11","2012-01-13",5,"afternoon","link","every acura has a story to tell. if your acura could talk, which story do you think it would share? ",1,NA,0,1,0,0,1,0,2,0,0,1,NA,NA,NA,NA,NA,6
"86",86,"Acura","85299287409",0,70,17,"2012-01-12","21:50:11","2012-01-12",4,"night","link","it's been a big week for acura! we revealed 3 new vehicles at naias in detroit, including the new nsx concept. check out all the highlights here: ",NA,NA,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,12
"87",87,"Acura","85299287409",0,50,17,"2012-01-12","16:00:14","2012-01-12",4,"afternoon","link","we want to see photos of your acura in its natural habitat. whether it’s in the garage, on the freeway or packed full of groceries, show us your acura! ",1,NA,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,10
"88",88,"Acura","85299287409",192,793,66,"2012-01-12","00:11:43","2012-01-12",4,"early morning","photo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"89",89,"Acura","85299287409",0,71,8,"2012-01-11","21:25:17","2012-01-11",3,"night","link","on monday, we revealed the new nsx concept at naias in detroit. now you can see it on the track in sony’s gran turismo 5! check out the video here: ",NA,NA,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,13
"90",90,"Acura","85299287409",0,42,37,"2012-01-11","15:00:13","2012-01-11",3,"afternoon","link","you have to give praise where it’s due! if you were to give your acura an award, what would it be? ",6,2,0,1,0,0,2,0,2,0,1,2,NA,NA,NA,NA,NA,5
"91",91,"Acura","85299287409",0,53,84,"2012-01-10","17:00:13","2012-01-10",2,"afternoon","link","yesterday we revealed three exciting new vehicles in detroit! we want to hear from you. do you have a favorite? an opinion you’d like to share?  if you haven’t had a chance to see the new additions to the acura line-up, check out acura.com. ",8,2,0,2,0,0,3,0,3,0,2,2,0,0,0,2,0,17
"92",92,"Acura","85299287409",40,329,59,"2012-01-10","14:01:27","2012-01-10",2,"afternoon","photo","good morning from detroit! check out the all-new 2013 rdx prototype.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"93",93,"Acura","85299287409",0,59,9,"2012-01-09","21:55:09","2012-01-09",1,"night","link","attention acura fans: today is the start of our rdx essential luxury challenge! five lucky acura fans will win an all-expense-paid weekend for two in arizona to experience the 2013 rdx before it goes on sale. click on our rdx challenge section to find out how to enter for a chance to win! ",11,6,2,1,0,2,2,2,4,0,2,0,0,0,2,2,0,27
"94",94,"Acura","85299287409",119,1019,162,"2012-01-09","20:51:28","2012-01-09",1,"night","photo","the all-new 2013 ilx concept from the show floor!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"95",95,"Acura","85299287409",663,2531,419,"2012-01-09","20:23:49","2012-01-09",1,"night","photo","nsx concept on the show floor!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"96",96,"Acura","85299287409",0,63,54,"2012-01-09","19:30:09","2012-01-09",1,"night","link","the detroit auto show press event is starting right now on acura.com! go to acura.com on your desktop or smart phone to see the big reveals live! ",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
"97",97,"Acura","85299287409",12,170,35,"2012-01-09","19:29:03","2012-01-09",1,"night","photo","eagerly awaiting....",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"98",98,"Acura","85299287409",0,59,39,"2012-01-09","16:00:14","2012-01-09",1,"afternoon","link","today’s the day! tune into the live press event on acura.com or on your smart phone at 2:35 p.m. (est). if you need a reminder, sign-up for a text message that includes the link to the live video stream. don’t forget to give us your opinion of the three vehicles here and on twitter with, #acuradetroit! ",0,1,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,28
